fixture_id
157015
157016
157017
157021
157018
157019
157022
157023
157020
157024
157025
157033
157029
157027
157026
157031
157030
157032
157028
157034
157036
157040
157039
157043
157037
157041
157038
157035
157044
157042
157053
157052
157050
157054
157047
157051
157048
157046
157049
157045
157058
157059
157064
157062
157057
157061
157060
157055
157063
157056
157073
157070
157066
157069
157071
157072
157074
157068
157065
157067
157082
157075
157084
157083
157077
157078
157076
157079
157080
157081
157086
157093
157088
157087
157091
157094
157092
157085
157089
157090
157099
157095
157104
157100
157103
157097
157096
157098
157101
157102
157112
157109
157113
157114
157106
157107
157110
157108
157105
157111
157115
157116
157124
157121
157118
157122
157117
157123
157119
157120
157131
157126
157130
157132
157125
157133
157127
157129
157134
157128
157144
157135
157143
157136
157140
157138
157139
157141
157142
157137
157150
157148
157145
157153
157146
157152
157154
157151
157149
157147
157163
157156
157160
157159
157162
157157
157161
157164
157158
157155
157168
157165
157173
157172
157169
157170
157166
157171
157167
157174
157180
157176
157179
157177
157182
157183
157181
157184
157175
157178
157188
157190
157185
157187
157186
157191
157189
157193
157192
157203
157195
157199
157197
157198
157202
157196
157201
157200
157204
157206
157210
157213
157212
157214
157211
157207
157205
157208
157209
157217
157216
157220
157223
157222
157224
157219
157221
157215
157218
157232
157228
157231
157234
157229
157230
157227
157233
157225
157226
157243
157242
157235
157244
157239
157236
157241
157240
157237
157238
157245
157247
157254
157249
157246
157252
157248
157253
157251
157250
157194
157258
157261
157255
157263
157259
157264
157257
157260
157256
157262
157269
157267
157272
157274
157273
157271
157266
157265
157268
157270
157277
157283
157276
157278
157282
157279
157281
157284
157275
157280
157291
157287
157290
157285
157294
157293
157288
157292
157300
157304
157303
157295
157298
157302
157296
157297
157301
157299
157286
157289
157311
157312
157313
157307
157314
157305
157310
157306
157308
157309
157317
157323
157319
157320
157324
157321
157318
157322
157315
157316
157327
157333
157329
157328
157325
157326
157330
157334
157332
157331
157341
157339
157337
157344
157336
157335
157340
157338
157342
157343
157353
157349
157346
157354
157351
157352
157348
157345
157350
157347
157363
157360
157358
157361
157357
157364
157356
157362
157355
157359
157367
157372
157366
157371
157365
157369
157370
157373
157368
157374
157380
157375
157382
157377
157381
157384
157383
157376
157379
157378
157392
157393
157385
157386
157389
157390
157394
157387
157391
157388
